task	model	src	target	prediction	score	price	n_tokens	src_n_words
br2fr	gemini-1.0-pro	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton seul, étant adulte, en Saint-Brieuc, c'est ce qui l'a poussé à attentivement écouter parler son épouse car lorsqu'on vient d'apprendre une langue il faut parler et écouter des bretonnants natifs	0.9395880091092349	0.0	658	40
br2fr	gemini-1.0-pro	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il suivit, en outre, les cours de Joseph Loth à Rennes	0.967010607183219	0.0	658	10
br2fr	gemini-1.0-pro	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	1.0000000859918767	0.0	658	8
br2fr	gemini-1.0-pro	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Envisageant sans doute d'apprendre les langues, son père avait pensé que ce dictionnaire lui serait utile	0.8050686551951161	0.0	658	19
br2fr	gemini-1.5-pro	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Souvenirs : dictionnaire Ernault 1927	0.9999999719864308	0.0	661	5
br2fr	gemini-1.5-pro	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 Au final, ce déménagement est presque terminé	0.8280818637691263	0.0	661	13
br2fr	gemini-1.5-pro	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après avoir emballé, il faut déballer, et dans un des cartons de livres j’ai retrouvé « Dictionnaire breton-français » d'Emile Ernault (1852-1938) publié en 1927	0.9686861881517388	0.0	661	29
br2fr	gemini-1.5-pro	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C’est un petit livre de 9 centimètres sur 13,5 centimètres	0.9861303633564388	0.0	661	11
br2fr	gemini-1.5-pro	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne veut pas dire pauvre et sans valeur	0.9295084105655591	0.0	661	10
br2fr	gemini-1.5-pro	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Un tas de mots y sont couchés, des mots rares entendus par lui de la bouche de sa femme, une demoiselle Henry, une Loudéacienne riche de sa langue	0.8000547955992366	0.0	661	26
br2fr	gemini-1.5-pro	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton seul à Saint-Brieuc à l'âge adulte, c’est pourquoi il avait écouté attentivement la langue de sa femme, car lorsque l’on apprend une langue sur le tard, on a besoin de parler et d’écouter des bretonnants natifs	0.952168359960116	0.0	661	40
br2fr	gemini-1.5-pro	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il a aussi suivi les cours de Joseph Loth à Rennes	0.9652168985242882	0.0	661	10
br2fr	gemini-1.5-pro	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	1.0000000859918767	0.0	661	8
br2fr	gemini-1.5-pro	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Enclin comme il l'était à apprendre des langues, son père a pensé que ce dictionnaire pourrait plaire à son fils	0.8865253212540256	0.0	661	19
br2fr	gpt-3.5-turbo	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Dictionnaires : le dictionnaire Ernod 1927	0.6339213663011485	0.0006805	739	5
br2fr	gpt-3.5-turbo	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 À la fin, cette édition du dictionnaire est proche d'être épuisée	0.41782946956383465	0.0006805	739	13
br2fr	gpt-3.5-turbo	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	" Après l'avoir emballé, il est prêt à être distribué, et dans l'un des livres que j'ai retrouvés, ""Le Petit Dictionnaire breton-français"" d'Emile Ernault (1852-1938) publié en 1927"	0.8110182844298721	0.0006805	739	29
br2fr	gpt-3.5-turbo	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	0.9999991458844706	0.0006805	739	11
br2fr	gpt-3.5-turbo	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas pauvre et fragile	0.8856470614878713	0.0006805	739	10
br2fr	gpt-3.5-turbo	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Beaucoup de mots sont inclus, des mots par exemple entendus de lui par son grand-père, un Bretonnant, une Ouessantine très riche en langue	0.734645172865914	0.0006805	739	26
br2fr	gpt-3.5-turbo	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault a appris le breton lui-même à Saint-Brieuc et en autodidacte, c'est pourquoi il avait l'habitude d'écouter attentivement sa femme, car lorsqu'on apprend une langue nouvelle, il est important de parler et d'écouter les locuteurs natifs bretonnants	0.9372576339383047	0.0006805	739	40
br2fr	gpt-3.5-turbo	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il a également suivi des cours de Joseph Loth à Rennes	0.9616729120469284	0.0006805	739	10
br2fr	gpt-3.5-turbo	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Son père est né en 1910	0.8586972745665827	0.0006805	739	8
br2fr	gpt-3.5-turbo	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Comme il était passionné par l'apprentissage des langues, il pensait que son fils pourrait apprécier ce dictionnaire comme son père aurait pu l'apprécier	0.8471364411609019	0.0006805	739	19
br2fr	gpt-4-turbo	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Souvenirs : dictionnaire Ernault 1927	0.9999989954631562	0.0063999999999999994	712	5
br2fr	gpt-4-turbo	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 Enfin, ce déménagement est presque terminé	0.891684964260383	0.0063999999999999994	712	13
br2fr	gpt-4-turbo	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après avoir emballé, il faut déballer, et dans l'un des cartons de livres, j'ai retrouvé le « Petit dictionnaire breton-français » d'Emile Ernault (1852-1938) publié en 1927	0.9881515679596328	0.0063999999999999994	712	29
br2fr	gpt-4-turbo	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	0.999999147494398	0.0063999999999999994	712	11
br2fr	gpt-4-turbo	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas qu'il soit pauvre ou médiocre	0.9279941445089331	0.0063999999999999994	712	10
br2fr	gpt-4-turbo	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Il contient beaucoup de mots cachés, des mots qu'il avait entendus de sa femme, Mademoiselle Herri, une femme de Oueloù très riche en langue	0.833087366164114	0.0063999999999999994	712	26
br2fr	gpt-4-turbo	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton tout seul à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il écoutait attentivement la langue de sa femme, car lorsqu'on apprend une langue récemment, il est nécessaire de parler et d'écouter des locuteurs natifs	0.9650876350590597	0.0063999999999999994	712	40
br2fr	gpt-4-turbo	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il a également suivi les cours de Jozef Loth à Rennes	0.9200713939592362	0.0063999999999999994	712	10
br2fr	gpt-4-turbo	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	0.9999020187887768	0.0063999999999999994	712	8
br2fr	gpt-4-turbo	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Doué pour les langues, il pensait que ce petit dictionnaire pourrait plaire à son fils	0.8777308568839146	0.0063999999999999994	712	19
fr2br	gemini-1.5-flash	Souvenirs : dictionnaire Ernault 1927	Eñvorennoù : geriadur Ernod 1927	Soñj : geriadur Ernault 1927	0.5549783088585925	0.0	656	5
fr2br	gemini-1.5-flash	 Enfin, le déménagement chez moi est presque terminé	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Er fin, an emgann d'an ti-mañ a zo tost da vezañ echu	0.6035453906879753	0.0	656	9
fr2br	gemini-1.5-flash	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Goude bezañ paket, e ranker digas, hag en unan eus kigoù al levrioù, em eus adkavet ar ""Geriadur bihan brezhoneg-galleg"" gant Émile Ernault (1852-1938) embannet e 1927"	0.7474176359514213	0.0	656	26
fr2br	gemini-1.5-flash	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 Un levr bihan eo, 9 santimetr war 13,5 santimetr	0.8463817249560681	0.0	656	11
fr2br	gemini-1.5-flash	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Bihan ne dalvez ket ez eo paour ha divalav	 Bihan ne dalv ket e vefe paour ha diwez	0.7893799795018887	0.0	656	11
fr2br	gemini-1.5-flash	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Ennañ ez eus ur bern gerioù, gerioù en doa klevet digant e wreg, ur verc'h Herri, ur vaouez eus ar Goëlo gant ur yezh pinvidik	0.6686112934646951	0.0	656	26
fr2br	gemini-1.5-flash	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault en doa desket ar brezhoneg e-unan e Sant-Brieg pa oa deuet da vezañ gour, setu ma oa bet o selaou da yezh e wreg, rak pa vez desket ur yezh nevez, ez eo ret kaozeal ha selaou an dud hag a gomz anezhi	0.913121970142895	0.0	656	43
fr2br	gemini-1.5-flash	 Il suivit également les cours de Joseph Loth à Rennes	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Kemeret en doa kentelioù ivez gant Joseph Loth e Roazhon	0.7993267785504766	0.0	656	11
fr2br	gemini-1.5-flash	 Mon père est né en 1910	 Ganet e oa ma zad e 1910	 Ganet eo bet va zad e 1910	0.9256671901930686	0.0	656	7
fr2br	gemini-1.5-flash	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Karantez dezhañ e oa da zeskiñ yezhoù, hag e dad a soñjas e c'hallfe plijout al levr bihan-mañ da e vab	0.7291115038786089	0.0	656	17
fr2br	gemini-1.0-pro	Souvenirs : dictionnaire Ernault 1927	Eñvorennoù : geriadur Ernod 1927	Koun : geriadur Ernault 1927	0.5966517271504688	0.0	645	5
fr2br	gemini-1.0-pro	 Enfin, le déménagement chez moi est presque terminé	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Da viken eo tost dechu ar c'hinnigenn dim	0.5772199444070908	0.0	645	9
fr2br	gemini-1.0-pro	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Goude bezañ pachet, red eo dispakañ, hag en ul lodenn eus ar voestoù gant levrioù am eus adkavet ""Geriadur berr brezhoneg-galleg"" gant Emile Ernault (1852-1938) embannet e 1927"	0.7988010927354536	0.0	645	26
fr2br	gemini-1.0-pro	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 Ur levr vihan eo a 9 cm war 13,5 cm	0.609109156090506	0.0	645	11
fr2br	gemini-1.0-pro	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Bihan ne dalvez ket ez eo paour ha divalav	 N'eo ket paour ha dister e dalvoudegezh rak bihan	0.663073076130261	0.0	645	11
fr2br	gemini-1.0-pro	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 E-barzh ez eus ur bern gerioù, gerioù en doa klevet gant e wreg, un dimezell Herri, ur vaouez eus ar Goelo gant ur brezhoneg pinvidik	0.8106508718778407	0.0	645	26
fr2br	gemini-1.0-pro	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg pa oa oad gour c'hoazh, setu perak en doa selaouet gant evezh brezhoneg e wreg, peogwir pa vez desket ur yezh nevez eo ret komz ha selaou kaozerien a vamm yezh	0.9513474847168135	0.0	645	43
fr2br	gemini-1.0-pro	 Il suivit également les cours de Joseph Loth à Rennes	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Heuliet en doa ivez kentelioù Joseph Loth e Roazhon	0.875152245801619	0.0	645	11
fr2br	gemini-1.0-pro	 Mon père est né en 1910	 Ganet e oa ma zad e 1910	 Ganet eo bet ma zad e 1910	0.951170769855896	0.0	645	7
fr2br	gemini-1.0-pro	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Pa oa pasionet da zeskiñ yezhoù e soñje ouzh e dad e c'hallfe plijout ar geriadur bihan-se d'e vab	0.7419057849164983	0.0	645	17
fr2br	gemini-1.5-pro	Souvenirs : dictionnaire Ernault 1927	Eñvorennoù : geriadur Ernod 1927	Eñvorennoù : geriadur Ernault 1927	0.7409150392133215	0.0	652	5
fr2br	gemini-1.5-pro	 Enfin, le déménagement chez moi est presque terminé	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 A-benn ar fin, tost eo echu an dilec'hiañ em zi nevez	0.648368390249257	0.0	652	9
fr2br	gemini-1.5-pro	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Goude bezañ paket pep tra e oa ret dispakañ, hag en unan eus ar c'houfr karnedigezh em boa adkavet ""Geriadur bihan brezhoneg-galleg"" Émile Ernault (1852-1938) embannet e 1927"	0.7197041552231784	0.0	652	26
fr2br	gemini-1.5-pro	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 Ul levr bihan eo, 9 kantimetr e hirder ha 13,5 e ledander	0.7597713143455658	0.0	652	11
fr2br	gemini-1.5-pro	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Bihan ne dalvez ket ez eo paour ha divalav	 Pa lavaran bihan n'eo ket da lâret ez eo paour ha dizanvez	0.7018051288833986	0.0	652	11
fr2br	gemini-1.5-pro	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Ur bern gerioù zo ennañ, gerioù en doa klevet digant e wreg, an itron Herri, ganet e Gouelo, hag he devoa ur brezhoneg pinvidik-mor	0.6429842660441004	0.0	652	26
fr2br	gemini-1.5-pro	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Desket en doa Émile Ernault brezhoneg e Sant-Brieg, pa oa en e oad gour, setu perak en doa selaouet mat ouzh yezh e wreg, rak pa vez desket ur yezh nevez eo ret komz ha selaou tud a gomz ar yezh-se	0.7230110517156751	0.0	652	43
fr2br	gemini-1.5-pro	 Il suivit également les cours de Joseph Loth à Rennes	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Heuliañ a reas kentelioù Joseph Loth e Roazhon ivez	0.8718368823853933	0.0	652	11
fr2br	gemini-1.5-pro	 Mon père est né en 1910	 Ganet e oa ma zad e 1910	 Ganet e oa ma zad e 1910	1.00000003698798	0.0	652	7
fr2br	gemini-1.5-pro	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Sot gant deskiñ yezhoù, e soñjas e dad e c'hallfe ar geriadur bihan-se plijout d'e vab	0.7902311565540141	0.0	652	17
